ID_CONTINUO,LONGITUD,LATITUD
579,37,-75
580,38,-75
581,39,-75
582,40,-75
583,41,-75
584,42,-75
585,43,-75
586,44,-75
587,45,-75
588,46,-75
589,47,-75
590,48,-75
591,49,-75
592,50,-75
593,51,-75
594,52,-75
595,53,-75
596,54,-75
597,55,-75
598,56,-75
599,57,-75
600,58,-75
601,59,-75
602,60,-75
603,61,-75
604,62,-75
605,63,-75
606,64,-75
607,65,-75
608,66,-75
609,67,-75
610,68,-75
611,69,-75
612,70,-75
613,71,-75
614,72,-75
615,73,-75
616,74,-75
617,75,-75
618,76,-75
619,77,-75
620,78,-75
621,79,-75
622,80,-75
623,81,-75
624,82,-75
625,83,-75
626,84,-75
627,85,-75
628,86,-75
629,87,-75
630,88,-75
631,89,-75
632,90,-75
633,91,-75
634,92,-75
635,93,-75
636,94,-75
637,95,-75
638,96,-75
639,97,-75
640,98,-75
641,99,-75
642,100,-75
643,101,-75
644,102,-75
645,103,-75
646,104,-75
647,105,-75
648,106,-75
649,107,-75
650,108,-75
651,109,-75
652,110,-75
653,111,-75
654,112,-75
655,113,-75
656,114,-75
657,115,-75
658,116,-75
659,117,-75
660,118,-75
661,119,-75
662,120,-75
663,121,-75
664,122,-75
665,123,-75
666,124,-75
667,125,-75
668,126,-75
669,127,-75
670,128,-75
671,129,-75
672,130,-75
673,131,-75
674,132,-75
675,133,-75
676,134,-75
677,135,-75
678,136,-75
679,137,-75
680,138,-75
681,139,-75
682,140,-75
683,141,-75
684,142,-75
685,143,-75
686,144,-75
687,145,-75
688,146,-75
689,147,-75
690,148,-75
691,149,-75
692,150,-75
693,151,-75
694,152,-75
695,153,-75
696,154,-75
697,155,-75
698,156,-75
699,157,-75
700,158,-75
701,159,-75
702,160,-75
703,161,-75
704,162,-75
705,163,-75
706,164,-75
707,165,-75
708,166,-75
709,167,-75
710,168,-75
711,169,-75
712,170,-75
713,171,-75
714,172,-75
715,173,-75
716,174,-75
717,175,-75
718,176,-75
719,177,-75
720,178,-75
721,179,-75
722,180,-75
723,-180,-60
724,-179,-60
725,-178,-60
726,-177,-60
727,-176,-60
728,-175,-60
729,-174,-60
730,-173,-60
731,-172,-60
732,-171,-60
733,-170,-60
734,-169,-60
735,-168,-60
736,-167,-60
737,-166,-60
738,-165,-60
739,-164,-60
740,-163,-60
741,-162,-60
742,-161,-60
743,-160,-60
744,-159,-60
745,-158,-60
746,-157,-60
747,-156,-60
748,-155,-60
749,-154,-60
750,-153,-60
751,-152,-60
752,-151,-60
753,-150,-60
754,-149,-60
755,-148,-60
756,-147,-60
757,-146,-60
758,-145,-60
759,-144,-60
760,-143,-60
761,-142,-60
762,-141,-60
763,-140,-60
764,-139,-60
765,-138,-60
766,-137,-60
767,-136,-60
768,-135,-60
769,-134,-60
770,-133,-60
771,-132,-60
772,-131,-60
773,-130,-60
774,-129,-60
775,-128,-60
776,-127,-60
777,-126,-60
778,-125,-60
779,-124,-60
780,-123,-60
781,-122,-60
782,-121,-60
783,-120,-60
784,-119,-60
785,-118,-60
786,-117,-60
787,-116,-60
788,-115,-60
789,-114,-60
790,-113,-60
791,-112,-60
792,-111,-60
793,-110,-60
794,-109,-60
795,-108,-60
796,-107,-60
797,-106,-60
798,-105,-60
799,-104,-60
800,-103,-60
801,-102,-60
802,-101,-60
803,-100,-60
804,-99,-60
805,-98,-60
806,-97,-60
807,-96,-60
808,-95,-60
809,-94,-60
810,-93,-60
811,-92,-60
812,-91,-60
813,-90,-60
814,-89,-60
815,-88,-60
816,-87,-60
817,-86,-60
818,-85,-60
819,-84,-60
820,-83,-60
821,-82,-60
822,-81,-60
823,-80,-60
824,-79,-60
825,-78,-60
826,-77,-60
827,-76,-60
828,-75,-60
829,-74,-60
830,-73,-60
831,-72,-60
832,-71,-60
833,-70,-60
834,-69,-60
835,-68,-60
836,-67,-60
837,-66,-60
838,-65,-60
839,-64,-60
840,-63,-60
841,-62,-60
842,-61,-60
843,-60,-60
844,-59,-60
845,-58,-60
846,-57,-60
847,-56,-60
848,-55,-60
849,-54,-60
850,-53,-60
851,-52,-60
852,-51,-60
853,-50,-60
854,-49,-60
855,-48,-60
856,-47,-60
857,-46,-60
858,-45,-60
859,-44,-60
860,-43,-60
861,-42,-60
862,-41,-60
863,-40,-60
864,-39,-60
865,-38,-60
866,-37,-60
867,-36,-60
868,-35,-60
869,-34,-60
870,-33,-60
871,-32,-60
872,-31,-60
873,-30,-60
874,-29,-60
875,-28,-60
876,-27,-60
877,-26,-60
878,-25,-60
879,-24,-60
880,-23,-60
881,-22,-60
882,-21,-60
883,-20,-60
884,-19,-60
885,-18,-60
886,-17,-60
887,-16,-60
888,-15,-60
889,-14,-60
890,-13,-60
891,-12,-60
892,-11,-60
893,-10,-60
894,-9,-60
895,-8,-60
896,-7,-60
897,-6,-60
898,-5,-60
899,-4,-60
900,-3,-60
901,-2,-60
902,-1,-60
903,0,-60
904,1,-60
905,2,-60
906,3,-60
907,4,-60
908,5,-60
909,6,-60
910,7,-60
911,8,-60
912,9,-60
913,10,-60
914,11,-60
915,12,-60
916,13,-60
917,14,-60
918,15,-60
919,16,-60
920,17,-60
921,18,-60
922,19,-60
923,20,-60
924,21,-60
925,22,-60
926,23,-60
927,24,-60
928,25,-60
929,26,-60
930,27,-60
931,28,-60
932,29,-60
933,30,-60
934,31,-60
935,32,-60
936,33,-60
937,34,-60
938,35,-60
939,36,-60
940,37,-60
941,38,-60
942,39,-60
943,40,-60
944,41,-60
945,42,-60
946,43,-60
947,44,-60
948,45,-60
949,46,-60
950,47,-60
951,48,-60
952,49,-60
953,50,-60
954,51,-60
955,52,-60
956,53,-60
957,54,-60
958,55,-60
959,56,-60
960,57,-60
961,58,-60
962,59,-60
963,60,-60
964,61,-60
965,62,-60
966,63,-60
967,64,-60
968,65,-60
969,66,-60
970,67,-60
971,68,-60
972,69,-60
973,70,-60
974,71,-60
975,72,-60
976,73,-60
977,74,-60
978,75,-60
979,76,-60
980,77,-60
981,78,-60
982,79,-60
983,80,-60
984,81,-60
985,82,-60
986,83,-60
987,84,-60
988,85,-60
989,86,-60
990,87,-60
991,88,-60
992,89,-60
993,90,-60
994,91,-60
995,92,-60
996,93,-60
997,94,-60
998,95,-60
999,96,-60
1000,97,-60
1001,98,-60
1002,99,-60
1003,100,-60
1004,101,-60
1005,102,-60
1006,103,-60
1007,104,-60
1008,105,-60
1009,106,-60
1010,107,-60
1011,108,-60
1012,109,-60
1013,110,-60
1014,111,-60
1015,112,-60
1016,113,-60
1017,114,-60
1018,115,-60
1019,116,-60
1020,117,-60
1021,118,-60
1022,119,-60
1023,120,-60
1024,121,-60
1025,122,-60
1026,123,-60
1027,124,-60
1028,125,-60
1029,126,-60
1030,127,-60
1031,128,-60
1032,129,-60
1033,130,-60
1034,131,-60
1035,132,-60
1036,133,-60
1037,134,-60
1038,135,-60
1039,136,-60
1040,137,-60
1041,138,-60
1042,139,-60
1043,140,-60
1044,141,-60
1045,142,-60
1046,143,-60
1047,144,-60
1048,145,-60
1049,146,-60
1050,147,-60
1051,148,-60
1052,149,-60
1053,150,-60
1054,151,-60
1055,152,-60
1056,153,-60
1057,154,-60
1058,155,-60
1059,156,-60
1060,157,-60
1061,158,-60
1062,159,-60
1063,160,-60
1064,161,-60
1065,162,-60
1066,163,-60
1067,164,-60
1068,165,-60
1069,166,-60
1070,167,-60
1071,168,-60
1072,169,-60
1073,170,-60
1074,171,-60
1075,172,-60
1076,173,-60
1077,174,-60
1078,175,-60
1079,176,-60
1080,177,-60
1081,178,-60
1082,179,-60
1083,180,-60
1084,-180,-45
1085,-179,-45
1086,-178,-45
1087,-177,-45
1088,-176,-45
1089,-175,-45
1090,-174,-45
1091,-173,-45
1092,-172,-45
1093,-171,-45
1094,-170,-45
1095,-169,-45
1096,-168,-45
1097,-167,-45
1098,-166,-45
1099,-165,-45
1100,-164,-45
1101,-163,-45
1102,-162,-45
1103,-161,-45
1104,-160,-45
1105,-159,-45
1106,-158,-45
1107,-157,-45
1108,-156,-45
1109,-155,-45
1110,-154,-45
1111,-153,-45
1112,-152,-45
1113,-151,-45
1114,-150,-45
1115,-149,-45
1116,-148,-45
1117,-147,-45
1118,-146,-45
1119,-145,-45
1120,-144,-45
1121,-143,-45
1122,-142,-45
1123,-141,-45
1124,-140,-45
1125,-139,-45
1126,-138,-45
1127,-137,-45
1128,-136,-45
1129,-135,-45
1130,-134,-45
1131,-133,-45
1132,-132,-45
1133,-131,-45
1134,-130,-45
1135,-129,-45
1136,-128,-45
1137,-127,-45
1138,-126,-45
1139,-125,-45
1140,-124,-45
1141,-123,-45
1142,-122,-45
1143,-121,-45
1144,-120,-45
1145,-119,-45
1146,-118,-45
1147,-117,-45
1148,-116,-45
1149,-115,-45
1150,-114,-45
1151,-113,-45
1152,-112,-45
1153,-111,-45
1154,-110,-45
1155,-109,-45
1156,-108,-45
1157,-107,-45
1158,-106,-45
1159,-105,-45
1160,-104,-45
1161,-103,-45
1162,-102,-45
1163,-101,-45
1164,-100,-45
1165,-99,-45
1166,-98,-45
1167,-97,-45
1168,-96,-45
1169,-95,-45
1170,-94,-45
1171,-93,-45
1172,-92,-45
1173,-91,-45
1174,-90,-45
1175,-89,-45
1176,-88,-45
1177,-87,-45
1178,-86,-45
1179,-85,-45
1180,-84,-45
1181,-83,-45
1182,-82,-45
1183,-81,-45
1184,-80,-45
1185,-79,-45
1186,-78,-45
1187,-77,-45
1188,-76,-45
1189,-75,-45
1190,-74,-45
1191,-73,-45
1192,-72,-45
1193,-71,-45
1194,-70,-45
1195,-69,-45
1196,-68,-45
1197,-67,-45
1198,-66,-45
1199,-65,-45
1200,-64,-45
1201,-63,-45
1202,-62,-45
1203,-61,-45
1204,-60,-45
1205,-59,-45
1206,-58,-45
1207,-57,-45
1208,-56,-45
1209,-55,-45
1210,-54,-45
1211,-53,-45
1212,-52,-45
1213,-51,-45
1214,-50,-45
1215,-49,-45
1216,-48,-45
1217,-47,-45
1218,-46,-45
1219,-45,-45
1220,-44,-45
1221,-43,-45
1222,-42,-45
1223,-41,-45
1224,-40,-45
1225,-39,-45
1226,-38,-45
1227,-37,-45
1228,-36,-45
1229,-35,-45
1230,-34,-45
1231,-33,-45
1232,-32,-45
1233,-31,-45
1234,-30,-45
1235,-29,-45
1236,-28,-45
1237,-27,-45
1238,-26,-45
1239,-25,-45
1240,-24,-45
1241,-23,-45
1242,-22,-45
1243,-21,-45
1244,-20,-45
1245,-19,-45
1246,-18,-45
1247,-17,-45
1248,-16,-45
1249,-15,-45
1250,-14,-45
1251,-13,-45
1252,-12,-45
1253,-11,-45
1254,-10,-45
1255,-9,-45
1256,-8,-45
1257,-7,-45
1258,-6,-45
1259,-5,-45
1260,-4,-45
1261,-3,-45
1262,-2,-45
1263,-1,-45
1264,0,-45
1265,1,-45
1266,2,-45
1267,3,-45
1268,4,-45
1269,5,-45
1270,6,-45
1271,7,-45
1272,8,-45
1273,9,-45
1274,10,-45
1275,11,-45
1276,12,-45
1277,13,-45
1278,14,-45
1279,15,-45
1280,16,-45
1281,17,-45
1282,18,-45
1283,19,-45
1284,20,-45
1285,21,-45
1286,22,-45
1287,23,-45
1288,24,-45
1289,25,-45
1290,26,-45
1291,27,-45
1292,28,-45
1293,29,-45
1294,30,-45
1295,31,-45
1296,32,-45
1297,33,-45
1298,34,-45
1299,35,-45
1300,36,-45
1301,37,-45
1302,38,-45
1303,39,-45
1304,40,-45
1305,41,-45
1306,42,-45
1307,43,-45
1308,44,-45
1309,45,-45
1310,46,-45
1311,47,-45
1312,48,-45
1313,49,-45
1314,50,-45
1315,51,-45
1316,52,-45
1317,53,-45
1318,54,-45
1319,55,-45
1320,56,-45
1321,57,-45
1322,58,-45
1323,59,-45
1324,60,-45
1325,61,-45
1326,62,-45
1327,63,-45
1328,64,-45
1329,65,-45
1330,66,-45
1331,67,-45
1332,68,-45
1333,69,-45
1334,70,-45
1335,71,-45
1336,72,-45
1337,73,-45
1338,74,-45
1339,75,-45
1340,76,-45
1341,77,-45
1342,78,-45
1343,79,-45
1344,80,-45
1345,81,-45
1346,82,-45
1347,83,-45
1348,84,-45
1349,85,-45
1350,86,-45
1351,87,-45
1352,88,-45
1353,89,-45
1354,90,-45
1355,91,-45
1356,92,-45
1357,93,-45
1358,94,-45
1359,95,-45
1360,96,-45
1361,97,-45
1362,98,-45
1363,99,-45
1364,100,-45
1365,101,-45
1366,102,-45
1367,103,-45
1368,104,-45
1369,105,-45
1370,106,-45
1371,107,-45
1372,108,-45
1373,109,-45
1374,110,-45
1375,111,-45
1376,112,-45
1377,113,-45
1378,114,-45
1379,115,-45
1380,116,-45
1381,117,-45
1382,118,-45
1383,119,-45
1384,120,-45
1385,121,-45
1386,122,-45
1387,123,-45
1388,124,-45
1389,125,-45
1390,126,-45
1391,127,-45
1392,128,-45
1393,129,-45
1394,130,-45
1395,131,-45
1396,132,-45
1397,133,-45
1398,134,-45
1399,135,-45
1400,136,-45
1401,137,-45
1402,138,-45
1403,139,-45
1404,140,-45
1405,141,-45
1406,142,-45
1407,143,-45
1408,144,-45
1409,145,-45
1410,146,-45
1411,147,-45
1412,148,-45
1413,149,-45
1414,150,-45
1415,151,-45
1416,152,-45
1417,153,-45
1418,154,-45
1419,155,-45
1420,156,-45
1421,157,-45
1422,158,-45
1423,159,-45
1424,160,-45
1425,161,-45
1426,162,-45
1427,163,-45
1428,164,-45
1429,165,-45
1430,166,-45
1431,167,-45
1432,168,-45
1433,169,-45
1434,170,-45
1435,171,-45
1436,172,-45
1437,173,-45
1438,174,-45
1439,175,-45
1440,176,-45
1441,177,-45
1442,178,-45
1443,179,-45
1444,180,-45
1445,-180,-30
1446,-179,-30
1447,-178,-30
1448,-177,-30
1449,-176,-30
1450,-175,-30
1451,-174,-30
1452,-173,-30
1453,-172,-30
1454,-171,-30
1455,-170,-30
1456,-169,-30
1457,-168,-30
1458,-167,-30
1459,-166,-30
1460,-165,-30
1461,-164,-30
1462,-163,-30
1463,-162,-30
1464,-161,-30
1465,-160,-30
1466,-159,-30
1467,-158,-30
1468,-157,-30
1469,-156,-30
1470,-155,-30
1471,-154,-30
1472,-153,-30
1473,-152,-30
1474,-151,-30
1475,-150,-30
1476,-149,-30
1477,-148,-30
1478,-147,-30
1479,-146,-30
1480,-145,-30
1481,-144,-30
1482,-143,-30
1483,-142,-30
1484,-141,-30
1485,-140,-30
1486,-139,-30
1487,-138,-30
1488,-137,-30
1489,-136,-30
1490,-135,-30
1491,-134,-30
1492,-133,-30
1493,-132,-30
1494,-131,-30
1495,-130,-30
1496,-129,-30
1497,-128,-30
1498,-127,-30
1499,-126,-30
1500,-125,-30
1501,-124,-30
1502,-123,-30
1503,-122,-30
1504,-121,-30
1505,-120,-30
1506,-119,-30
1507,-118,-30
1508,-117,-30
1509,-116,-30
1510,-115,-30
1511,-114,-30
1512,-113,-30
1513,-112,-30
1514,-111,-30
1515,-110,-30
1516,-109,-30
1517,-108,-30
1518,-107,-30
1519,-106,-30
1520,-105,-30
1521,-104,-30
1522,-103,-30
1523,-102,-30
1524,-101,-30
1525,-100,-30
1526,-99,-30
1527,-98,-30
1528,-97,-30
1529,-96,-30
1530,-95,-30
1531,-94,-30
1532,-93,-30
1533,-92,-30
1534,-91,-30
1535,-90,-30
1536,-89,-30
1537,-88,-30
1538,-87,-30
1539,-86,-30
1540,-85,-30
1541,-84,-30
1542,-83,-30
1543,-82,-30
1544,-81,-30
1545,-80,-30
1546,-79,-30
1547,-78,-30
1548,-77,-30
1549,-76,-30
1550,-75,-30
1551,-74,-30
1552,-73,-30
1553,-72,-30
1554,-71,-30
1555,-70,-30
1556,-69,-30
1557,-68,-30
1558,-67,-30
1559,-66,-30
1560,-65,-30
1561,-64,-30
1562,-63,-30
1563,-62,-30
1564,-61,-30
1565,-60,-30
1566,-59,-30
1567,-58,-30
1568,-57,-30
1569,-56,-30
1570,-55,-30
1571,-54,-30
1572,-53,-30
1573,-52,-30
1574,-51,-30
1575,-50,-30
1576,-49,-30
1577,-48,-30
1578,-47,-30
1579,-46,-30
1580,-45,-30
1581,-44,-30
1582,-43,-30
1583,-42,-30
1584,-41,-30
1585,-40,-30
1586,-39,-30
1587,-38,-30
1588,-37,-30
1589,-36,-30
1590,-35,-30
1591,-34,-30
1592,-33,-30
1593,-32,-30
1594,-31,-30
1595,-30,-30
1596,-29,-30
1597,-28,-30
1598,-27,-30
1599,-26,-30
1600,-25,-30
1601,-24,-30
1602,-23,-30
1603,-22,-30
1604,-21,-30
1605,-20,-30
1606,-19,-30
1607,-18,-30
1608,-17,-30
1609,-16,-30
1610,-15,-30
1611,-14,-30
1612,-13,-30
1613,-12,-30
1614,-11,-30
1615,-10,-30
1616,-9,-30
1617,-8,-30
1618,-7,-30
1619,-6,-30
1620,-5,-30
1621,-4,-30
1622,-3,-30
1623,-2,-30
1624,-1,-30
1625,0,-30
1626,1,-30
1627,2,-30
1628,3,-30
1629,4,-30
1630,5,-30
1631,6,-30
1632,7,-30
1633,8,-30
1634,9,-30
1635,10,-30
1636,11,-30
1637,12,-30
1638,13,-30
1639,14,-30
1640,15,-30
1641,16,-30
1642,17,-30
1643,18,-30
1644,19,-30
1645,20,-30
1646,21,-30
1647,22,-30
1648,23,-30
1649,24,-30
1650,25,-30
1651,26,-30
1652,27,-30
1653,28,-30
1654,29,-30
1655,30,-30
1656,31,-30
1657,32,-30
1658,33,-30
1659,34,-30
1660,35,-30
1661,36,-30
1662,37,-30
1663,38,-30
1664,39,-30
1665,40,-30
1666,41,-30
1667,42,-30
1668,43,-30
1669,44,-30
1670,45,-30
1671,46,-30
1672,47,-30
1673,48,-30
1674,49,-30
1675,50,-30
1676,51,-30
1677,52,-30
1678,53,-30
1679,54,-30
1680,55,-30
1681,56,-30
1682,57,-30
1683,58,-30
1684,59,-30
1685,60,-30
1686,61,-30
1687,62,-30
1688,63,-30
1689,64,-30
1690,65,-30
1691,66,-30
1692,67,-30
1693,68,-30
1694,69,-30
1695,70,-30
1696,71,-30
1697,72,-30
1698,73,-30
1699,74,-30
1700,75,-30
1701,76,-30
1702,77,-30
1703,78,-30
1704,79,-30
1705,80,-30
1706,81,-30
1707,82,-30
1708,83,-30
1709,84,-30
1710,85,-30
1711,86,-30
1712,87,-30
1713,88,-30
1714,89,-30
1715,90,-30
1716,91,-30
1717,92,-30
1718,93,-30
1719,94,-30
1720,95,-30
1721,96,-30
1722,97,-30
1723,98,-30
1724,99,-30
1725,100,-30
1726,101,-30
1727,102,-30
1728,103,-30
1729,104,-30
1730,105,-30
1731,106,-30
1732,107,-30
1733,108,-30
1734,109,-30
1735,110,-30
1736,111,-30
1737,112,-30
1738,113,-30
1739,114,-30
1740,115,-30
1741,116,-30
1742,117,-30
1743,118,-30
1744,119,-30
1745,120,-30
1746,121,-30
1747,122,-30
1748,123,-30
1749,124,-30
1750,125,-30
1751,126,-30
1752,127,-30
1753,128,-30
1754,129,-30
1755,130,-30
1756,131,-30
